algorithm,environment,seed,run_dir,mean_reward
c51_atari_expected_sarsa,RiverraidNoFrameskip-v4,10,RiverraidNoFrameskip-v4__c51_atari_expected_sarsa__10__1756495767,1885.564066
c51_expected_sarsa,Acrobot-v1,1,Acrobot-v1__c51_expected_sarsa__1__1756494414,-497.791833
c51_expected_sarsa,Acrobot-v1,2,Acrobot-v1__c51_expected_sarsa__2__1756494412,-138.902964
c51_expected_sarsa,Acrobot-v1,3,Acrobot-v1__c51_expected_sarsa__3__1756494412,-117.139854
c51_expected_sarsa,Acrobot-v1,4,Acrobot-v1__c51_expected_sarsa__4__1756494412,-498.32004
c51_expected_sarsa,Acrobot-v1,5,Acrobot-v1__c51_expected_sarsa__5__1756494412,-498.89022
c51_expected_sarsa,Acrobot-v1,6,Acrobot-v1__c51_expected_sarsa__6__1756494413,-147.773119
c51_expected_sarsa,Acrobot-v1,7,Acrobot-v1__c51_expected_sarsa__7__1756494413,-499.160839
c51_expected_sarsa,Acrobot-v1,8,Acrobot-v1__c51_expected_sarsa__8__1756494414,-131.510199
c51_expected_sarsa,Acrobot-v1,9,Acrobot-v1__c51_expected_sarsa__9__1756494414,-126.475535
c51_expected_sarsa,Acrobot-v1,10,Acrobot-v1__c51_expected_sarsa__10__1756494410,-134.612903
c51_expected_sarsa,CartPole-v1,1,CartPole-v1__c51_expected_sarsa__1__1756494413,209.0159
c51_expected_sarsa,CartPole-v1,2,CartPole-v1__c51_expected_sarsa__2__1756494413,201.794426
c51_expected_sarsa,CartPole-v1,3,CartPole-v1__c51_expected_sarsa__3__1756494412,208.394912
c51_expected_sarsa,CartPole-v1,4,CartPole-v1__c51_expected_sarsa__4__1756494412,219.735824
c51_expected_sarsa,CartPole-v1,5,CartPole-v1__c51_expected_sarsa__5__1756494413,184.621352
c51_expected_sarsa,CartPole-v1,6,CartPole-v1__c51_expected_sarsa__6__1756494413,211.425127
c51_expected_sarsa,CartPole-v1,7,CartPole-v1__c51_expected_sarsa__7__1756494411,201.693705
c51_expected_sarsa,CartPole-v1,8,CartPole-v1__c51_expected_sarsa__8__1756494412,222.156
c51_expected_sarsa,CartPole-v1,9,CartPole-v1__c51_expected_sarsa__9__1756494413,201.245974
c51_expected_sarsa,CartPole-v1,10,CartPole-v1__c51_expected_sarsa__10__1756494411,225.154123

